country,state,city,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,tenure_group
United States,California,Pinecrest,Male,0,1,0,23,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,99.25,2186.4,Yes,1,76,5338,Service dissatisfaction,1–2 years
United States,California,Riverbank,Female,0,0,0,39,1,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,1,Electronic check,80.45,3201.55,Yes,1,85,2224,Lack of self-service on Website,3–4 years
United States,California,Soulsbyville,Male,0,1,0,9,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),79.35,661.25,Yes,1,93,4533,Network reliability,0–1 year
United States,California,Stevinson,Female,0,0,0,15,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,79.75,1111.85,Yes,1,65,2813,Limited range of services,1–2 years
United States,California,Turlock,Female,0,1,0,30,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.05,3046.15,Yes,1,100,4664,Lack of affordable download/upload speed,2–3 years
United States,California,Turlock,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.35,69.35,Yes,1,91,5796,Long distance charges,0–1 year
United States,California,Vernalis,Female,0,0,0,3,1,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,0,Electronic check,85.8,272.2,Yes,1,89,5641,Extra data charges,0–1 year
United States,California,Waterford,Male,0,1,0,67,1,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,1,Electronic check,79.7,5293.4,Yes,1,77,6289,Price too high,5+ years
United States,California,Winton,Female,1,0,0,1,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,50.55,50.55,Yes,1,95,3357,Product dissatisfaction,0–1 year
United States,California,Santa Rosa,Male,0,1,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.55,80.55,Yes,1,91,4273,Service dissatisfaction,0–1 year
United States,California,Santa Rosa,Female,0,1,0,12,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,84.5,916.9,Yes,1,84,4154,Lack of self-service on Website,0–1 year
United States,California,Santa Rosa,Female,0,0,0,22,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Mailed check,84.3,1855.65,Yes,1,85,5313,Network reliability,1–2 years
United States,California,Clearlake Oaks,Male,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,67.75,116.65,Yes,1,71,2299,Don't know,0–1 year
United States,California,Cobb,Female,1,0,0,27,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.25,2287.25,Yes,1,80,5172,Competitor had better devices,2–3 years
United States,California,Eldridge,Female,0,0,0,10,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),80.05,830.7,Yes,1,76,3740,Competitor offered higher download speeds,0–1 year
United States,California,Elk,Male,0,0,0,1,1,No,No,No,No,No,No,No,No,Month-to-month,0,Mailed check,20.0,20.0,Yes,1,83,3657,Competitor offered more data,0–1 year
United States,California,Glen Ellen,Female,0,0,0,22,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),48.8,1054.6,Yes,1,100,2270,Competitor made better offer,1–2 years
United States,California,Mendocino,Female,1,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.05,85.05,Yes,1,96,2975,Competitor had better devices,0–1 year
United States,California,Redwood Valley,Female,0,1,0,21,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,102.8,2110.15,Yes,1,100,3123,Competitor had better devices,1–2 years
United States,California,Sonoma,Female,0,0,0,6,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Mailed check,99.95,547.65,Yes,1,87,3722,Competitor offered higher download speeds,0–1 year
United States,California,Mckinleyville,Male,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),117.8,8684.8,Yes,1,100,4432,Competitor offered higher download speeds,5+ years
United States,California,Blue Lake,Female,1,0,0,54,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,79.5,4370.25,Yes,1,78,5684,Competitor offered higher download speeds,4–5 years
United States,California,Fields Landing,Male,0,1,0,3,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),79.65,251.75,Yes,1,87,5036,Competitor offered more data,0–1 year
United States,California,Hoopa,Male,0,0,0,8,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,94.7,740.3,Yes,1,94,5811,Competitor offered more data,0–1 year
United States,California,Miranda,Male,0,0,0,5,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,92.5,452.7,Yes,1,73,2810,Competitor offered more data,0–1 year
United States,California,Myers Flat,Female,0,1,1,1,1,No,No,No,No,No,No,No,No,Month-to-month,0,Mailed check,19.45,19.45,Yes,1,84,2865,Competitor made better offer,0–1 year
United States,California,Rio Dell,Female,0,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.55,166.3,Yes,1,77,4320,Competitor made better offer,0–1 year
United States,California,Samoa,Male,0,1,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.0,70.0,Yes,1,85,2485,Price too high,0–1 year
United States,California,Smith River,Male,0,1,0,65,1,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),74.8,4820.15,Yes,1,89,5207,Product dissatisfaction,5+ years
United States,California,Trinidad,Female,0,1,0,33,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.4,3409.6,Yes,1,71,3185,Service dissatisfaction,2–3 years
United States,California,Zenia,Female,0,0,0,15,1,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,0,Electronic check,86.2,1270.2,Yes,1,90,5829,Lack of self-service on Website,1–2 years
United States,California,Auburn,Female,0,1,1,30,0,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,0,Credit card (automatic),51.2,1561.5,Yes,1,79,4568,Network reliability,2–3 years
United States,California,Clarksburg,Female,0,0,0,2,1,No,No,No,No,No,No,No,No,Month-to-month,0,Mailed check,19.5,31.55,Yes,1,82,2484,Limited range of services,0–1 year
United States,California,Davis,Female,1,0,0,4,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.9,321.75,Yes,1,78,2122,Lack of affordable download/upload speed,0–1 year
United States,California,Davis,Female,0,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),74.9,147.15,Yes,1,93,2078,Long distance charges,0–1 year
United States,California,Elverta,Female,0,0,0,25,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.25,2387.75,Yes,1,74,2195,Extra data charges,2–3 years
United States,California,Fair Oaks,Female,1,0,0,25,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Mailed check,102.8,2660.2,Yes,1,94,4969,Price too high,2–3 years
United States,California,Folsom,Male,0,0,0,43,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,1,Electronic check,100.0,4211.55,Yes,1,93,4760,Product dissatisfaction,3–4 years
United States,California,Galt,Male,0,1,0,10,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,99.85,990.9,Yes,1,69,4243,Service dissatisfaction,0–1 year
United States,California,Garden Valley,Female,0,0,0,2,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),94.2,193.8,Yes,1,79,5299,Lack of self-service on Website,0–1 year
United States,California,Grizzly Flats,Male,1,0,0,9,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,83.85,790.15,Yes,1,71,3723,Network reliability,0–1 year
United States,California,Guinda,Female,1,0,0,27,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),88.3,2467.75,Yes,1,96,2420,Don't know,2–3 years
United States,California,Hood,Male,0,0,0,69,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),104.05,7262.0,Yes,1,100,4254,Attitude of service provider,5+ years
United States,California,Jackson,Male,0,1,0,22,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),94.7,1914.9,Yes,1,72,5615,Attitude of support person,1–2 years
United States,California,Loomis,Female,1,1,0,56,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),100.65,5688.05,Yes,1,85,4803,Attitude of support person,4–5 years
United States,California,Roseville,Female,1,1,0,66,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),80.55,5265.1,Yes,1,94,4400,Attitude of support person,5+ years
United States,California,Pioneer,Male,1,1,0,24,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,78.85,1772.25,Yes,1,65,3079,Attitude of service provider,1–2 years
United States,California,Plymouth,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.45,44.45,Yes,1,65,4879,Attitude of service provider,0–1 year
United States,California,Thornton,Male,0,0,0,36,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.9,3067.2,Yes,1,69,2455,Attitude of service provider,2–3 years
United States,California,Vacaville,Male,0,0,0,1,1,No,No,No,No,No,No,No,No,Month-to-month,0,Mailed check,20.25,20.25,Yes,1,89,2959,Attitude of support person,0–1 year
United States,California,Walnut Grove,Male,0,0,0,1,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,74.35,74.35,Yes,1,66,5633,Deceased,0–1 year
United States,California,Wheatland,Male,0,0,0,1,1,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Mailed check,62.05,62.05,Yes,1,86,2937,Moved,0–1 year
United States,California,Emigrant Gap,Male,0,1,0,39,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),80.0,3182.95,Yes,1,76,2704,Moved,3–4 years
United States,California,Meadow Vista,Male,0,0,0,5,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,104.1,541.9,Yes,1,76,3131,Moved,0–1 year
United States,California,Soda Springs,Male,1,1,0,24,0,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),39.1,971.3,Yes,1,89,4591,Competitor had better devices,1–2 years
United States,California,Elk Grove,Male,0,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.5,162.45,Yes,1,80,5944,Don't know,0–1 year
United States,California,Woodland,Male,0,0,0,5,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,49.2,216.9,Yes,1,73,4336,Competitor offered more data,0–1 year
United States,California,Sacramento,Male,0,0,0,11,1,Yes,No,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),23.15,245.2,Yes,1,65,5671,Competitor made better offer,0–1 year
United States,California,Sacramento,Female,0,1,0,4,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,80.85,302.75,Yes,1,73,2961,Competitor had better devices,0–1 year
United States,California,Sacramento,Male,0,0,0,1,1,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,60.1,60.1,Yes,1,88,5654,Competitor had better devices,0–1 year
United States,California,Sacramento,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,78.95,78.95,Yes,1,75,2038,Competitor offered higher download speeds,0–1 year
United States,California,Sacramento,Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.15,98.5,Yes,1,81,2699,Competitor offered higher download speeds,0–1 year
United States,California,Sacramento,Female,0,0,0,3,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.4,244.65,Yes,1,97,2448,Competitor offered higher download speeds,0–1 year
United States,California,Sacramento,Male,0,0,0,44,0,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,1,Mailed check,53.95,2375.4,Yes,1,100,3051,Competitor offered more data,3–4 years
United States,California,Sacramento,Female,0,1,0,24,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.3,2431.35,Yes,1,69,4811,Competitor offered more data,1–2 years
United States,California,Browns Valley,Male,0,0,0,18,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,80.65,1451.9,Yes,1,95,3788,Competitor offered more data,1–2 years
United States,California,Canyon Dam,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,71.1,71.1,Yes,1,98,5824,Competitor made better offer,0–1 year
United States,California,Chico,Female,1,1,0,65,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,106.25,6979.8,Yes,1,69,5965,Competitor made better offer,5+ years
United States,California,Crescent Mills,Female,0,1,0,53,1,No,No,No,No,No,No,No,No,One year,0,Bank transfer (automatic),20.8,1021.8,Yes,1,78,4166,Price too high,4–5 years
United States,California,Elk Creek,Male,1,0,0,1,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.0,94.0,Yes,1,67,4176,Product dissatisfaction,0–1 year
United States,California,Grimes,Female,1,0,0,15,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,89.85,1424.95,Yes,1,99,2668,Service dissatisfaction,1–2 years
United States,California,Hamilton City,Female,0,0,0,4,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,46.0,193.6,Yes,1,97,5246,Lack of self-service on Website,0–1 year
United States,California,Live Oak,Female,0,0,0,9,1,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,0,Mailed check,66.25,620.55,Yes,1,67,5515,Network reliability,0–1 year
United States,California,Maxwell,Female,0,0,0,22,1,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,90.0,1993.8,Yes,1,95,4739,Limited range of services,1–2 years
United States,California,Meadow Valley,Male,0,0,0,38,1,No,Fiber optic,No,No,No,No,No,No,One year,1,Bank transfer (automatic),70.45,2597.6,Yes,1,82,5437,Lack of affordable download/upload speed,3–4 years
United States,California,Olivehurst,Male,0,0,0,53,1,No,No,No,No,No,No,No,No,Two year,0,Bank transfer (automatic),19.75,1052.35,Yes,1,66,6265,Long distance charges,4–5 years
United States,California,Oroville,Male,0,0,0,1,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,1,Electronic check,53.95,53.95,Yes,1,90,2771,Extra data charges,0–1 year
United States,California,Princeton,Female,1,0,0,8,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.5,829.55,Yes,1,72,5546,Price too high,0–1 year
United States,California,Quincy,Female,0,0,0,16,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,81.0,1312.15,Yes,1,83,2335,Product dissatisfaction,1–2 years
United States,California,Twain,Female,0,1,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.8,69.8,Yes,1,96,2123,Service dissatisfaction,0–1 year
United States,California,Williams,Male,1,0,0,7,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,73.75,545.15,Yes,1,84,5638,Lack of self-service on Website,0–1 year
United States,California,Yuba City,Male,1,0,0,9,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,54.55,494.05,Yes,1,79,4656,Network reliability,0–1 year
United States,California,Anderson,Female,1,0,0,37,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.25,2841.55,Yes,1,100,5859,Don't know,3–4 years
United States,California,Bella Vista,Female,0,0,0,5,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,93.9,486.85,Yes,1,92,5435,Don't know,0–1 year
United States,California,Big Bend,Female,1,0,0,3,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.4,204.7,Yes,1,67,2491,Don't know,0–1 year
United States,California,Castella,Female,0,1,0,31,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,91.15,2995.45,Yes,1,83,5219,Poor expertise of online support,2–3 years
United States,California,Douglas City,Female,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.95,137.95,Yes,1,94,5390,Poor expertise of phone support,0–1 year
United States,California,Fort Jones,Female,0,1,0,37,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.5,3762.0,Yes,1,92,4233,Competitor had better devices,3–4 years
United States,California,Happy Camp,Female,0,0,0,38,1,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),83.9,3233.6,Yes,1,82,2157,Competitor offered higher download speeds,3–4 years
United States,California,Hat Creek,Female,1,1,0,48,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,117.45,5438.9,Yes,1,67,5915,Competitor offered more data,3–4 years
United States,California,Hayfork,Male,0,0,0,10,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.4,1081.45,Yes,1,84,5035,Competitor made better offer,0–1 year
United States,California,Lewiston,Male,1,0,0,8,0,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,29.4,221.9,Yes,1,85,5971,Competitor had better devices,0–1 year
United States,California,Montague,Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.65,74.9,Yes,1,99,4655,Competitor had better devices,0–1 year
United States,California,Old Station,Female,0,0,0,3,0,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,25.25,58.9,Yes,1,76,2088,Competitor offered higher download speeds,0–1 year
United States,California,Palo Cedro,Female,0,0,0,4,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),84.05,333.55,Yes,1,95,5552,Competitor offered higher download speeds,0–1 year
United States,California,Paskenta,Male,1,1,0,37,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,85.7,3171.15,Yes,1,86,4712,Competitor offered higher download speeds,3–4 years
United States,California,Paynes Creek,Female,0,0,0,1,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,74.7,74.7,Yes,1,75,4692,Competitor offered more data,0–1 year
United States,California,Red Bluff,Female,0,0,0,5,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,90.8,455.5,Yes,1,73,5090,Competitor offered more data,0–1 year
United States,California,Shingletown,Female,1,0,0,28,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.15,3152.5,Yes,1,83,5030,Competitor offered more data,2–3 years
United States,California,Trinity Center,Female,0,0,0,30,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,0,Bank transfer (automatic),85.35,2530.4,Yes,1,73,2313,Competitor made better offer,2–3 years
United States,California,Weaverville,Male,1,0,0,36,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Electronic check,90.85,3186.7,Yes,1,92,5692,Competitor made better offer,2–3 years
United States,California,Eagleville,Female,0,0,0,1,0,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,35.75,35.75,Yes,1,70,3351,Price too high,0–1 year
United States,California,Lake City,Female,1,1,1,4,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,46.0,181.6,Yes,1,92,4797,Product dissatisfaction,0–1 year
United States,California,Sierra City,Male,0,1,0,17,1,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,89.4,1539.45,Yes,1,96,2544,Service dissatisfaction,1–2 years
United States,California,Susanville,Male,0,0,0,3,1,No,No,No,No,No,No,No,No,Month-to-month,1,Mailed check,19.8,58.15,Yes,1,79,4323,Lack of self-service on Website,0–1 year
United States,California,Termo,Male,0,1,1,4,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,50.9,225.6,Yes,1,69,5691,Network reliability,0–1 year
United States,California,Westwood,Male,0,0,0,4,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,81.0,340.85,Yes,1,88,3591,Limited range of services,0–1 year
United States,California,Carnelian Bay,Male,0,0,0,26,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.35,2515.3,Yes,1,99,4997,Lack of affordable download/upload speed,2–3 years
United States,California,Tahoma,Male,0,0,0,5,0,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Mailed check,51.0,305.95,Yes,1,86,4630,Long distance charges,0–1 year
United States,California,Kings Beach,Female,0,1,0,4,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,91.65,365.4,Yes,1,90,2140,Extra data charges,0–1 year
United States,California,South Lake Tahoe,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,90.85,90.85,Yes,1,80,5086,Price too high,0–1 year
United States,California,Truckee,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,69.4,69.4,Yes,1,84,2847,Product dissatisfaction,0–1 year
United States,California,Los Angeles,Female,1,0,0,8,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),94.45,742.95,Yes,1,83,3676,Service dissatisfaction,0–1 year
United States,California,Los Angeles,Female,0,1,1,1,1,No,No,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),20.15,20.15,Yes,1,70,4277,Lack of self-service on Website,0–1 year
United States,California,Los Angeles,Male,1,0,0,50,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.7,4816.7,Yes,1,73,4287,Network reliability,4–5 years
United States,California,Los Angeles,Female,0,0,0,26,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),74.95,1834.95,Yes,1,76,2934,Don't know,2–3 years
United States,California,Los Angeles,Female,0,0,0,6,0,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,47.95,305.1,Yes,1,80,2240,Competitor had better devices,0–1 year
United States,California,Los Angeles,Female,0,0,0,3,1,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,63.6,155.65,Yes,1,70,3155,Competitor offered higher download speeds,0–1 year
United States,California,Los Angeles,Male,0,0,0,3,0,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,36.85,108.7,Yes,1,91,5825,Competitor offered more data,0–1 year
United States,California,Los Angeles,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.1,44.1,Yes,1,70,5955,Competitor made better offer,0–1 year
United States,California,Los Angeles,Male,0,0,0,14,0,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,50.75,712.75,Yes,1,82,4883,Competitor had better devices,1–2 years
United States,California,Los Angeles,Female,1,1,0,61,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),104.4,6405.0,Yes,1,84,4412,Competitor had better devices,5+ years
United States,California,Los Angeles,Female,1,1,0,40,0,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,39.3,1637.4,Yes,1,99,2296,Competitor offered higher download speeds,3–4 years
United States,California,Los Angeles,Female,0,0,0,58,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,106.45,6145.85,Yes,1,82,5902,Competitor offered higher download speeds,4–5 years
United States,California,Los Angeles,Female,0,0,0,18,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.05,1740.7,Yes,1,97,5581,Competitor offered higher download speeds,1–2 years
United States,California,Los Angeles,Female,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),75.1,552.95,Yes,1,96,5514,Competitor offered more data,0–1 year
United States,California,Los Angeles,Male,1,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.7,93.7,Yes,1,98,4618,Competitor offered more data,0–1 year
United States,California,Los Angeles,Male,0,0,0,19,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),55.0,1046.5,Yes,1,73,4539,Competitor offered more data,1–2 years
United States,California,Los Angeles,Male,0,1,0,11,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.35,834.2,Yes,1,80,5075,Competitor made better offer,0–1 year
United States,California,Los Angeles,Female,0,1,0,39,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),104.7,4134.85,Yes,1,68,2371,Competitor made better offer,3–4 years
United States,California,Los Angeles,Female,0,0,0,15,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,55.7,899.8,Yes,1,73,4519,Price too high,1–2 years
United States,California,Los Angeles,Female,0,0,0,5,1,No,No,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),19.85,108.05,Yes,1,99,3799,Product dissatisfaction,0–1 year
United States,California,Compton,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.3,70.3,Yes,1,88,5963,Service dissatisfaction,0–1 year
United States,California,Downey,Male,1,1,0,10,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,85.55,851.75,Yes,1,81,3336,Lack of self-service on Website,0–1 year
United States,California,El Segundo,Male,0,0,0,6,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,94.5,575.45,Yes,1,100,3469,Network reliability,0–1 year
United States,California,Huntington Park,Female,1,1,0,16,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),85.35,1375.15,Yes,1,66,5769,Limited range of services,1–2 years
United States,California,Lawndale,Female,0,0,0,2,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,79.65,152.7,Yes,1,100,5082,Lack of affordable download/upload speed,0–1 year
United States,California,Malibu,Female,1,0,0,2,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.6,195.05,Yes,1,94,4322,Long distance charges,0–1 year
United States,California,Pacific Palisades,Male,1,0,0,19,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Electronic check,90.6,1660.0,Yes,1,87,2373,Extra data charges,1–2 years
United States,California,Topanga,Female,0,0,0,1,1,No,No,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),20.2,20.2,Yes,1,98,3061,Price too high,0–1 year
